"keywords","label0","label1","label2","label3","label4","label5","label6","label7","label8","label9","label10","label11","label12","label13","label14","label15"
"Its free to get in so join the crowds of locals and go in just to make use of the superb air con, otherwise it was a bit dull","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"This huge Chinese city that hosted the G20 in 2016, hides a very important and unimaginable naturalistic heart","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
" West Lake is a corner of paradise, on the banks of which one of the largest Chinese metropolises of the modern era develops","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
" Visit the large lake on board an electric rickshaw, the experience will be unique and unforgettable","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"This is a must see as it gives a great impression of the size of the inner city in the form of a very large model","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
" There are also models of the airport and Yangshan Port as well as various exhibitions showcasing Chinese culture and art","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
" Two to three hours would be needed to see everything","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"What a stroll to look at the beautiful buildings, shops and people watching","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"  At night see across at the neon lit skyscrapers","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"It's definately really beautiful but I found it very tourist driven with shops and vendors selling things all over the place","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
" We went when it was super busy so I lost motiviation and didn't see as much as I wanted","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" Will probably try to go back some time","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"We started on the top floor and worked our way down","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" It is stunning inside and has great clean Western style toilets which are a bit of a rarity in China","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"Walked along there during the day and it was very pleasant","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" Would have been better without the constant browny smoggy haze","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" Did a cruise at night to see the lights on the buildings","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
" The lights do look great but you don’t need to do the cruise to see them","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" The cruise itself was packed with the normal crush of people and my preference if going to be in a crush would to be on land, not on a boat","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"The grounds are beautiful and the lake is peaceful","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
" The problem I had was the first thing you see when you walk through the gate is the ""Swan and Giant Yellow Duck Boats""","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
" Two McDonand's kiosks are just inside the gate","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
" The lake has definitely been turned into a touristy destination and I am not sure that is a good thing","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" Takes away from the natural beauty that made this place special","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"If you have limited time, I'd say go straight to level 359 with the transparent glass floor","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" it was quite an amazing experience for me, as a first timer to see-through high lookout points! Super frightening but at the same time exhilarating, and you get used to the scariness after a while","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" The view from level 360 is not bad too as you get an aerial 360 of the whole city, but damn that glass floor really took the cake","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
" Wish we had time to check out the museum too, but still, I really liked the visit to this tower! Queue to get upstairs and then down was pretty long, but it's pretty comparable to the standard line for such attractions around the world","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"This is a great place for a leisurely walk","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"  Went during the day and then again 2 days later to see the sights at night","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"  Such a big difference with all the lighting and people around","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"  The Bund has quite a large promenade  and there is enough room for people to walk and not bump into","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"  However at night with so many people around it was quite crowed","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"  We did see it on a Friday night and it was very clear","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"I first visited in 2003 and now look I am back in 2016","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"More buildings too admire, cleaner walkways and more spectacular","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"   Definitely a must see","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"  Actually I think you need to visit this place at least 4 times per trip to Shanghai","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1st time on the Puxi side to view Pudong in the day2nd time on the Puxi side to view Pudong at night3rd time on the Pudong side to view Puxi in the dayFinal 4th time on the Pudong side to view Puxi at nightToo much perhaps? :)","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"What a view at the night","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
" The place is extraordinary","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" Well done Shanghai!You beat most of the world with this","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Previous travelers have described it perfectly","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" Tips: go in the week not at the weekend, despite this you still come early to avoid the line","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
" Please note that the tickets are sold 1 per way and 1 per return (valid for the bus and cable car), buy 1 stick to lean on the way","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
" Bring only indispensable, the path is not easy especially if you are not trained","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" It's really nice, but if I hadn't seen the Dolomites earlier, I would have been more excited","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" I thought of staying for at least 2 days but the line, prices (not so much the prices per se but the feeling that they skin you), many local people too noisy, the smell of their food, a thousand checks of tickets everything that makes you pass the desire","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
" Do not forget your passport, it is needed at the time of purchase of the ticket","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
" They will look for the entry stamp in the country, show it to you, so you save the time","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" Remember that by 4: 00 you have to take the rope away because if there are too many people you are late you will have to get off on foot in absolute darkness or look for the hotel on","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" Despite all the view is fulfilling","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"The view was great, but the weather was a bit hazy","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"  The elevator ride was great - I'm sure our tour guide said it travels 9 floors in one second !!  I'm sure going at dusk would be even more awesome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"We recommend doing this twice","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" First in the day and then at night","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" We were there during the Christmas holidays so lights we even better than normal","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" It is very crowed and this is a place where best to put you wallet in your front pocket","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" And ignore people trying to sell you knock off watches and such","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"The Lion Forest is also one of the nine garden groups that make up the World Heritage site ""Suzhou Classical Garden""","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
" The Lion Forest is a representative garden in the original era","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
" As you can see, the Lion Forest is the charm of ""Taihu Lake Stone and Water (Pool) Garden""","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
" Unfortunately, it was a light rain on May 6th, and the Lion Forest is a very popular garden among Chinese people, although shortly after it opened at 7:30, it was still crowded with many Chinese tourists","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
" As of May 2018, tickets = 40 RMB","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"5 number is low, the night view is very beautiful","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" The entrance fee for the observation deck is slightly higher, but it is worth paying","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" If you have spare time, stay in the hotel on the upper floor, you can fully enjoy the beautiful scenery","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
" If it's cheap you can live in it for less than twenty thousand yen","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"I recommend to climb this tower-from it there is a post-shaking view of Lake Sihu","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
" There are also very beautiful paintings carved from wood","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"It is one of the four World Heritage gardens in Suzhou near Suzhou Railway Station","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
" The park is a labyrinth of great lake rocks, which does not occupy a large area, but it takes a long time to play in the labyrinth","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
" This time because of the lack of time, I failed to climb the Lion Peak","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" They are all foreigners and there are very few Japanese","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" There are too many people in the exhibition field on the top floor","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" The night scene of Shanghai ranks highest in the world","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Yu Garden is a nice relaxing break from the hustle and bustle of downtown Shanghai","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
" It was peaceful and serene with nicely laid out ponds and interesting architecture on the houses that are scattered throughout the garden","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
" There was some really intricate carvings including a dragon guarding a wall","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"The garden made a strong impression","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
" The beauty is extraordinary","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" If we take into account that everything was created five hundred years ago!! the garden will open gradually, first one landscape, then behind its gate another garden, and so on, not a single same corner","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" In addition to plants and water bodies, dragons, stones, houses","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" I recommend you to visit","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Shanghai's excellent historical museum, showing several collections of the ancient peoples of China","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
" It has porcelain to exposed clothing","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"A place where the people are always full","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" It doesn't matter in what weather","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" All possible nationalities, all want to capture themselves against this beautiful background","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
" And it is really a good memory of this city, of this country","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" Immediately you can take a small railway under the river and cross to that shore, watching what is like a laser show","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" But frankly speaking, it is not worth it","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Great info for us English speaking people, clean and free","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" All good for a morning stroll and then walk through the park","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"The collections in this museum come from all over China, not just the Shanghai area, and really offer a glimpse into China's rich history","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"  It's well worth a visit!","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"This area felt a lot like Time Square with a lot of history but also a lot of very modern stuff","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
" lots of shops on the main street but if you go off on a side street it seems slightly calmer","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"the history attached to the river makes a short cruise through some of dwelling and entertainment set up of historically well known beauties very memorable","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Had a great time here wandering and discovering the garden","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
" Beautiful pictures and very peaceful","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" Be sure to bring a camera!","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"While living in Suzhou, this is my favorite place","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"  The canals are beautiful and the people watching is better","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"  If it is around 100 degrees, as it's been all of July and August, you may not get full satisfaction of going there","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" We found that some of the stores are closed and the people selling little things weren't there","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"This was my third museum focused on history (Shaangxi, Beijing) and my favorite for its organization and informational displays","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"  4 big floors, so you have to choose if you’re not spending the day","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"  I focused on the impressive ancient bronzes, the exquisite ceramics and the calligraphy gallery","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"  I wish I could have come back for the rest","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"  The restaurant was closed the day I was there, the line for free admission existed but moved continuously so we got in in about 15 minutes","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"  There are small gift shops on every floor and a big one at the end with a lot of variety in both price and type","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"  This summer, for variety you can also view a large exhibit from the Tate of British landscape paintings","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Lots to see in this pretty space","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" Full of locals and nice to visit late afternoon","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" Would go back to this place","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"We was travelling  with friends and stayed at Meilu Legend Hotel","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
" Songcheng is walking distance from the hotel","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
" We found this area far more cultural experience that the west lake","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" Great local food options, you need a full day to experience most of the area","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"We had a cruise on the lake which is great","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" Loved the typical Chinese type architecture","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
" Would not have missed this great area of china","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"At the federal government are the older buildings from the 20-30 years","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
" At night, it & APOs; s breathtaking to watch the light plays of the tall buildings of Century Park","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Beautiful Chinese traditional garden","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
" It is pretty wide and many different aspects to see","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
" Architecture, nature, art within the building etc","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
" It is pretty crowded, but enough room to take a break","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"We didn’t have the greatest weather while we were in Shanghai","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"  It wasn’t raining, but it was foggy or, perhaps, smoggy","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"  The Bund is one of the most famous tourist destinations in Shanghai","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"  It follows the river and is lined with historic buildings built in the early 20th century","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"  Across the river from the Bund is the Pudong district, which is where all the high-rise buildings are","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"  We had some free time from our organized tour to walk around before we went across the river to catch a boat for our night river cruise","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"  The lights were spectacular – I can only imagine how beautiful it must be on a clear night","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"  But, in spite of the less than ideal weather, it was still a really fun adventure","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"It's close to the station, so it's easy to understand","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" In addition, there is a shopping mall near here, so you can enjoy it","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
" The tower is crowded with many tourists because it is a famous tourist attraction","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Yu Garden is probably on most visitors lists as a ""must see","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"""  Some will walk away saying ""what a tourist trap,"" and others who take the time to venture outside of the ridicuously crowded main areas","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"will find some pretty good shopping","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
" Truly, Yu Garden is beautiful","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Although garden is a bit of misnomer","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"  It is an area of restored old buildings with a central water garden","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"  The intricacy of the workmanship on the buildings is pretty amazing","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"if you take the time to look at it","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"and you are not be overwhelmed by the crowds","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" The main dumpling restaurant (world famous) is worth a wait","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"  It is easy to find as the cue for their takeout window is often a 100 meters long","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"  Sometimes waiting for a table upstairs is shorter than takeout","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"  As the title of my review says","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
" i recommend exploring the areas outside the actual boundries of Yu Garden","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"  Clearly, this area developed to service the overflow of tourists","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
" but some pretty good shopping can be found if you adventure around the Luijiabang area","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"A must see on any visit to Shanghai","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
" We have been here several times and marvel every time at the crowds and light show","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" For the full effect visit both at night and during the day, unbelievable","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Saw the Bund before World Expo and after - what a transformation","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Pingyue tourism is less, take the ferry to another ticket gate, leisurely enjoy the shore scenery, slowly stroll up from the South Lake Wharf, you can see this ancient town of small bridges and flowing water in each scenic spot of Zhouzhuang, taste special snacks, Wansan cake","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"A little expensive, very long wait","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" And with the pollution you can see, but it would be too much better","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Beautiful at night! It is a must see but note it is very crowded! May have been because we were there during Chinese holiday!","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Bought a ferry ticket at Shilliupu Marina for 120 RMB and did a 45 minute cruise in the evening, absolutely fantastic","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"I visited on National Day","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" They are very powerful people both day and night","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" Especially the police who guard a large group of people at night","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" People who look at green uniforms are also very nice","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"The Yu Garden located adjacent to the bustling Yuyuan Tourist Mart provides a quiet juxtaposition against the chaotic bramble of shops outside","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"  While the haggling was fun, the garden provided a pleasant counterpoint","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"  The centuries old garden is filled with interesting architecture, plants and hidden passages","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"  I visited with Gate 1 Travel as part of an organized tour package","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"  It was easy to get lost in the maze of pathways, water features, buildings and monuments","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"  I snapped plenty of photos inside the gardens, which maintained an amazing sense of peace in spite of the crowds inside","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"  An unspoken reverence seemed to permeate the groups visiting the garden","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"  It is a nice place to spend an hour or two, navigating the five acres of restored scenery","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"  While the gardens have fallen into disarray by family mismanagement and foreign occupations, the restoration offers a glimpse into the serenity the garden once provided to the Pan family who originally created the garden","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"  My admission was covered as part of  a broader group tour","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"  But the five dollar admission price can easily be recouped in the nearby shopping mart for any savvy haggler","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"  You will appreciate the serenity","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"  It might even be worth the five dollars for a quality bathroom as opposed to the otherwise sketchy facilities nearby","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"The streets and rivers are very beautiful! Although there are no delicious restaurants in Gift Street, the French toast stalls with cheese are very delicious!","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"We visited the Bund in the early evening when the lights were just coming on and it was a most amazing experience - the variety of architecture was jaw- dropping","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Compared with foreigners, Chinese people come a lot, and it is a place to enjoy all kinds of delicacies and attractions","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" There are a lot of street food with unique Chinese flavor, and some flavor food has a very bad taste","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"You wouldn't expect in China to find American and European architecture of the late 1800s-early 1900s","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
" Opposite the financial center of Shanghai with skyscrapers that challenge each other in height stands the Bund, on the other side of the river","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
" Ultra-modern cities and cities of over a century ago are divided by this strip of water furrowed by ferries decorated with light bulbs of every color","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
" Pleasant walks along the river to admire the two neighborhoods","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"The Shanghai Museum is a must-see for fans of Chinese history and culture","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"  The exhibits featured in this huge building include bronze works, stone work, furniture, porcelains, gems, and many more artifacts from ancient China","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
" You really should plan to spend half a day in the museum; getting an audio guide is well worth it!  Get there early as lines can sometimes get long as it gets later in the morning and tour groups start to file in","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" recent added security screening has also caused many delays in getting in the building","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Donfang Mingzhu is the symbol of Shanghai","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
" It is very tall, so you can go all the way up and appreciate Shanghai city","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Camera is allowed in the museum and there's no admission fee - a plus","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"  It was a bit too noisy and too crowded when I visited in the morning during their three day holiday celebration (Memorial day)  ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"If you want a good view over Shanghai and want to avoid the many Chinese visitors in the Television Tower, here (in contrast to the tallest building) has a somewhat cheaper option","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
" In addition, the observation deck offers a good view of the currently under construction Shanghai Tower, which becomes a real eye-catcher by the Fasade","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Got a tip-off from a fellow traveller about this place","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
" It gives the full low-down on the thinking behind Shanghai's development on hosing, transport etc","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
" The high point of any visit is the model of the whole of Shanghai done to scale","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" Must have taken many person-years","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"The museum building and the way of exhibiting may not be the most impressive things in Shanghai, but the collections are extraordinary, from sculptures to bronze and jades, to calligraphy and painting samples, it's worth visiting","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Seeing this modern city and seeing the historical parts is a good experience","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"  The old peace hotel and the yuan yuan garden is a example of the old world within the new","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
" The 4 elements of a Chinese garden are together","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
" Beautifully lit at night","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" We'll go around quickly","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" Unless you're a fan of Chinese art, you're not at all sensitive to the presented arts","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"It was in the afternoon in clear weather","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" The entrance to the park is located next to the entrance to the wall","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
" Only in contrast to the wall-visiting the park is free of charge","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
" The park makes an impression from the very beginning, but it is especially beautiful when it is deeper into it","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
" In the distance of the park there are beautiful plantations of palm trees and other local trees","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" Of course, the main attraction of the park is blooming Lotus and a view of the tallest building in Nanjing","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
" The park is worth a visit, it is a great pastime","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"A visit to Shanghai would not be complete without walking at least a section of The Bund both on the river side & also pedestrian footpath opposite","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
" Besides the many attractions on the river the Buildings that line The Bund are historic & fantastic architecture","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
" If possible you need a travel guide to ascertain the history of the Buildings","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
" Many have wonderful interiors retained from the past & it is possible to gain access","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" And of course the newer high rise buildings on the other side including the famous telecommunications tower are simply amazing","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
" At night the Buildings on both sides are illuminated offering a Disneyland experience","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
" Best seen from a height somewhere such as a high rise bar at the Hyatt on The Bund or similar or you can take a night river cruise","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
" In our view probably the most spectacular night show we have experienced even surpassing the famous Hong Kong harbour view","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"This use to be home to one of the high ranking official, representing the housing style in this region back then","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
